customer_id,age,Income,credit_score,loan_amount,loan_status,interest_rate,tenure
1436,43,55,721,50,yes,0.13,1
1437,46,850,816,50,yes,0.13,1
1438,28,123,763,146,yes,0.13,2
1439,63,950,715,1506,yes,0.13,1
1440,59,61,717,50,yes,0.13,2
1441,42,41,766,50,yes,0.13,1
1442,58,43,756,50,yes,0.13,1
1443,39,71,820,162,yes,0.13,1
1444,36,25,780,50,yes,0.13,1
1445,37,154,786,50,yes,0.125,1
1446,47,141,751,50,yes,0.13,2
1447,29,22,767,1150,yes,0.13,2
1448,52,145,708,50,yes,0.13,1
1449,41,49,765,50,yes,0.13,1
1450,63,1509,766,50,yes,0.13,1
1451,59,850,765,50,yes,0.13,1
1452,44,82,717,2501,yes,0.13,1
1453,54,52,734,50,yes,0.13,1
1454,29,85,751,50,yes,0.13,1
1455,51,148,780,50,yes,0.13,2
1456,63,1650,724,50,yes,0.13,2
1457,36,39,745,50,yes,0.13,1
1458,42,25,763,50,yes,0.13,2
1459,51,33,717,50,yes,0.13,1
1460,47,38,751,50,yes,0.13,2
1461,30,85,721,50,yes,0.13,1
1462,54,48,721,50,yes,0.13,1
1463,47,15,756,77,yes,0.13,1
1464,35,94,711,174,yes,0.13,1
1465,28,1250,756,50,yes,0.13,1
1466,45,650,723,159,yes,0.13,1
1467,33,145,716,277,yes,0.13,2
1468,62,29,723,50,yes,0.13,2
1469,45,78,709,50,yes,0.13,1
1470,59,59,780,50,yes,0.13,1
1471,58,850,747,50,yes,0.13,2
1472,52,1850,780,50,yes,0.13,1
1473,34,8,820,83,yes,0.13,1
1474,65,23,766,50,yes,0.13,1
1475,48,79,712,50,yes,0.13,1
1476,44,78,712,268,yes,0.13,2
1477,61,64,711,50,yes,0.13,2
1478,30,64,721,50,yes,0.13,1
1479,65,1650,712,237,yes,0.13,1
1480,28,43,780,1502,yes,0.13,2
1481,67,32,772,50,yes,0.13,2
1482,35,179,711,76,yes,0.13,1
1483,37,8,820,50,yes,0.13,1
1484,58,63,756,50,yes,0.13,1
1485,55,30,746,50,yes,0.13,1
1486,34,99,754,155,yes,0.13,1
1487,35,141,747,50,yes,0.13,2
1488,28,159,766,50,yes,0.13,1
1489,38,39,776,174,yes,0.13,1
1490,62,99,745,50,yes,0.13,2
1491,24,18,776,50,yes,0.13,1
1492,38,38,776,50,yes,0.13,1
1493,33,133,711,50,yes,0.13,1
1494,58,84,766,50,yes,0.13,1
1495,59,650,711,50,yes,0.13,1
1496,52,178,746,147,yes,0.13,1
1497,36,18,765,50,yes,0.13,2
1498,45,73,763,50,yes,0.13,1
1499,49,125,718,50,yes,0.13,2
1500,52,91,705,50,yes,0.125,1
1501,54,74,772,50,yes,0.13,1
1502,24,35,776,50,yes,0.13,2
1503,65,113,767,50,yes,0.13,1
1504,34,52,732,50,yes,0.13,2
1505,24,191,720,50,yes,0.13,1
1506,51,18,776,93,yes,0.13,2
1507,52,25,711,50,yes,0.13,1
1508,43,550,715,50,yes,0.13,2
1509,35,75,723,50,yes,0.13,1
1510,56,92,747,50,yes,0.13,2
1511,57,33,755,50,yes,0.13,1
1512,58,65,766,50,yes,0.13,2
1513,53,44,745,50,yes,0.13,2
1514,45,183,717,354,yes,0.13,2
1515,44,175,717,50,yes,0.13,1
1516,54,28,766,50,yes,0.13,1
1517,41,49,765,50,yes,0.13,2
1518,52,45,776,50,yes,0.13,1
1519,43,64,809,221,yes,0.13,1
1520,63,22,820,950,yes,0.13,1
1521,54,1250,754,119,yes,0.13,1
1522,33,175,765,1502,yes,0.13,1
1523,25,1501,746,256,yes,0.13,2
1524,41,1504,780,50,yes,0.13,1
1525,30,155,820,50,yes,0.125,1
1526,43,58,751,50,yes,0.13,2
1527,36,850,704,50,yes,0.13,1
1528,57,45,776,195,yes,0.13,2
1529,34,134,732,164,yes,0.13,1
1530,38,58,784,153,yes,0.13,2
1531,47,250,721,50,yes,0.13,1
1532,39,25,766,50,yes,0.13,1
1533,45,55,776,50,yes,0.13,1
1534,62,155,705,50,yes,0.13,2
1535,59,350,705,50,yes,0.13,1
1536,61,39,816,50,yes,0.13,1
1537,36,73,766,188,yes,0.13,1
1538,58,41,705,50,yes,0.13,1
1539,55,34,820,157,yes,0.13,1
1540,29,21,767,119,yes,0.13,2
1541,34,11,776,50,yes,0.125,1
1542,61,154,738,50,yes,0.13,2
1543,32,19,816,50,yes,0.13,2
1544,52,1501,751,50,yes,0.13,1
1545,39,24,780,116,yes,0.13,1
1546,55,131,810,50,yes,0.13,2
1547,33,1505,754,50,yes,0.13,1
1548,47,52,780,194,yes,0.13,2
1549,57,21,767,113,yes,0.13,2
1550,57,45,717,198,yes,0.13,1
1551,30,39,766,50,yes,0.13,1
1552,32,192,744,238,yes,0.13,2
1553,29,195,705,50,yes,0.13,2
1554,46,83,723,50,yes,0.13,2
1555,42,34,780,50,yes,0.13,1
1556,59,49,745,1504,yes,0.13,1
1557,31,650,751,244,yes,0.13,2
1558,51,41,776,50,yes,0.13,2
1559,35,72,746,285,yes,0.13,2
1560,59,1502,745,115,yes,0.13,1
1561,35,31,705,50,yes,0.13,2
1562,46,73,766,128,yes,0.13,1
1563,34,89,711,50,yes,0.13,1
1564,55,19,723,121,yes,0.13,2
1565,64,63,780,50,yes,0.13,1
1566,34,1504,780,50,yes,0.13,1
1567,61,30,763,128,yes,0.13,1
1568,63,92,711,50,yes,0.13,1
1569,59,72,723,226,yes,0.13,2
1570,51,44,715,141,yes,0.13,2
1571,41,114,724,50,yes,0.13,2
1572,37,73,751,50,yes,0.13,2
1573,64,63,780,50,yes,0.13,2
1574,44,69,763,184,yes,0.125,1
1575,62,42,766,50,yes,0.13,1
1576,32,88,810,50,yes,0.13,1
1577,43,98,816,50,yes,0.13,1
1578,34,65,725,227,yes,0.13,1
1579,38,12,776,1504,yes,0.13,1
1580,29,122,715,50,yes,0.13,2
1581,39,12,711,50,yes,0.13,2
1582,53,24,721,50,yes,0.13,2
1583,43,1750,742,318,yes,0.125,1
1584,61,184,746,342,yes,0.125,1
1585,46,25,756,125,yes,0.13,2
1586,57,131,810,50,yes,0.13,2
1587,59,550,746,50,yes,0.13,2
1588,52,21,816,50,yes,0.13,1
1589,29,55,772,50,yes,0.13,1
1590,57,124,721,50,yes,0.13,1
1591,49,58,751,188,yes,0.13,2
1592,39,72,752,50,yes,0.13,1
1593,56,192,751,50,yes,0.125,1
1594,63,83,776,50,yes,0.13,1
1595,37,93,752,50,yes,0.13,1
1596,56,38,780,1150,yes,0.13,1
1597,45,55,715,164,yes,0.13,2
1598,66,11,820,50,yes,0.13,2
1599,30,85,816,50,yes,0.13,2
1600,32,124,713,266,yes,0.13,1
1601,37,129,761,50,yes,0.13,1
1602,31,1850,705,50,yes,0.13,2
1603,30,74,717,50,yes,0.13,1
1604,36,138,714,86,yes,0.13,1
1605,55,111,709,50,yes,0.13,2
1606,54,83,763,50,yes,0.13,1
1607,35,33,745,87,yes,0.13,1
1608,55,21,723,50,yes,0.13,2
1609,36,35,776,98,yes,0.13,1
1610,66,1505,763,50,yes,0.125,1
1611,38,1503,763,50,yes,0.13,2
1612,58,75,746,50,yes,0.13,2
1613,41,33,723,1504,yes,0.13,2
1614,37,52,745,50,yes,0.13,1
1615,47,89,751,50,yes,0.125,1
1616,62,63,749,50,yes,0.13,2
1617,48,84,785,50,yes,0.125,1
1618,61,44,724,50,yes,0.13,2
1619,29,29,780,50,yes,0.13,1
1620,45,29,776,50,yes,0.13,1
1621,39,22,776,50,yes,0.13,1
1622,31,53,751,114,yes,0.13,1
1623,39,24,776,50,yes,0.13,1
1624,63,153,705,455,yes,0.13,2
1625,28,31,776,50,yes,0.13,1
1626,56,21,723,50,yes,0.13,1
1627,31,1850,734,50,yes,0.13,2
1628,46,82,723,50,yes,0.13,1
1629,42,950,763,245,yes,0.13,2
1630,53,154,754,50,yes,0.13,2
1631,41,99,776,50,yes,0.13,1
1632,61,153,751,50,yes,0.125,2
1633,31,93,785,50,yes,0.13,1
1634,62,53,711,50,yes,0.13,2
1635,59,18,705,1504,yes,0.125,1
1636,49,750,747,50,yes,0.13,2
1637,65,15050,745,50,yes,0.13,2
1638,24,193,728,50,yes,0.13,1
1639,32,125,711,50,yes,0.13,1
1640,56,68,711,50,yes,0.13,1
1641,36,55,761,95,yes,0.13,1
1642,58,152,709,50,yes,0.13,2
1643,27,84,766,50,yes,0.13,1
1644,41,13,711,50,yes,0.13,1
1645,59,33,816,131,yes,0.13,2
1646,56,89,780,950,yes,0.13,1
1647,52,93,751,50,yes,0.13,1
1648,35,68,776,50,yes,0.13,2
1649,47,85,745,50,yes,0.13,2
1650,29,73,763,50,yes,0.13,1
1651,31,83,751,1506,yes,0.13,1
1652,62,158,728,50,yes,0.13,1
1653,48,182,754,50,yes,0.13,1
1654,26,24,767,123,yes,0.13,2
1655,37,1502,761,50,yes,0.13,1
1656,35,53,752,50,yes,0.13,2
1657,30,175,717,50,yes,0.13,1
1658,31,28,780,50,yes,0.13,1
1659,32,14,763,50,yes,0.13,1
1660,33,139,755,1506,yes,0.125,1
1661,37,34,767,50,yes,0.13,1
1662,38,64,766,50,yes,0.13,2
1663,63,84,820,50,yes,0.13,2
1664,57,42,765,50,yes,0.13,1
1665,61,63,756,50,yes,0.13,1
1666,37,15050,780,341,yes,0.13,1
1667,51,1950,719,50,yes,0.13,1
1668,44,22,780,91,yes,0.13,2
1669,63,250,763,50,yes,0.13,2
1670,43,21,717,50,yes,0.13,1
1671,38,25,816,1501,yes,0.13,1
1672,34,250,772,50,yes,0.13,1
1673,48,173,721,50,yes,0.125,1
1674,29,81,749,50,yes,0.13,2
1675,37,139,763,421,yes,0.13,1
1676,37,119,732,50,yes,0.13,1
1677,46,74,751,1504,yes,0.13,1
1678,34,42,766,131,yes,0.13,2
1679,56,73,772,50,yes,0.13,2
1680,57,114,741,50,yes,0.125,1
1681,62,44,780,50,yes,0.13,2
1682,32,141,716,50,yes,0.13,2
1683,51,14,711,1503,yes,0.13,1
1684,55,33,816,50,yes,0.13,2
1685,37,83,765,249,yes,0.13,2
1686,30,89,763,155,yes,0.13,1
1687,62,39,751,50,yes,0.13,1
1688,63,83,755,50,yes,0.13,1
1689,37,1508,763,359,yes,0.13,1
1690,59,21,705,50,yes,0.13,1
1691,26,1502,715,50,yes,0.13,2
1692,56,48,756,50,yes,0.13,2
1693,58,32,717,50,yes,0.13,1
1694,57,43,721,50,yes,0.13,2
1695,48,35,816,118,yes,0.13,2
1696,24,184,735,50,yes,0.13,1
1697,45,130,739,132,yes,0.13,2
1698,64,32,723,50,yes,0.13,1
1699,44,149,745,50,yes,0.13,1
1700,51,15,756,50,yes,0.13,2
1701,43,71,771,50,yes,0.13,2
1702,29,1508,776,50,yes,0.13,2
1703,56,122,765,50,yes,0.13,2
1704,65,30,820,50,yes,0.13,1
1705,46,198,762,50,yes,0.13,2
1706,48,79,717,50,yes,0.13,2
1707,56,84,820,50,yes,0.13,1
1708,61,31,816,50,yes,0.13,2
1709,46,12,756,50,yes,0.13,2
1710,58,88,756,50,yes,0.13,1
1711,31,29,776,131,yes,0.13,1
1712,27,2501,723,158,yes,0.13,1
1713,44,250,717,50,yes,0.13,2
1714,44,15,780,50,yes,0.13,1
1715,51,155,816,1507,yes,0.13,2
1716,39,25,721,50,yes,0.13,1
1717,32,25050,714,565,yes,0.13,1
1718,33,1501,810,233,yes,0.13,2
1719,30,19,816,50,yes,0.13,1
1720,36,188,714,50,yes,0.13,1
1721,52,8,776,50,yes,0.13,1
1722,54,59,746,152,yes,0.13,1
1723,26,72,751,50,yes,0.125,1
1724,39,55,766,50,yes,0.13,1
1725,46,24,717,50,yes,0.13,1
1726,57,19,705,50,yes,0.13,1
1727,59,71,746,1550,yes,0.13,1
1728,52,54,766,50,yes,0.13,2
1729,52,28,776,50,yes,0.13,1
1730,32,25,816,50,yes,0.13,1
1731,41,51,756,50,yes,0.13,2
1732,43,125,751,50,yes,0.13,1
1733,25,88,776,319,yes,0.13,1
1734,30,125,751,50,yes,0.13,1
1735,35,79,724,182,yes,0.13,1
1736,37,31,816,50,yes,0.13,1
1737,57,131,810,394,yes,0.13,2
1738,44,750,721,2350,yes,0.13,2
1739,61,38,767,82,yes,0.13,1
1740,33,83,749,50,yes,0.125,1
1741,45,59,751,50,yes,0.125,1
1742,45,121,740,50,yes,0.13,2
1743,64,42,723,137,yes,0.13,1
1744,32,32,776,1509,yes,0.13,1
1745,28,29,763,135,yes,0.13,1
1746,37,30,772,50,yes,0.13,2
1747,62,25,776,50,yes,0.13,1
1748,29,21,816,89,yes,0.13,2
1749,49,79,723,151,yes,0.13,1
1750,46,52,724,221,yes,0.13,2
1751,37,61,745,229,yes,0.13,2
1752,55,25,721,50,yes,0.13,2
1753,33,155,754,50,yes,0.13,2
1754,53,25,816,50,yes,0.13,1
1755,32,850,713,50,yes,0.13,1
1756,28,55,745,50,yes,0.13,1
1757,42,23,711,50,yes,0.13,2
1758,33,650,780,50,yes,0.13,1
1759,30,54,723,50,yes,0.13,2
1760,31,44,763,50,yes,0.13,2
1761,41,33,711,50,yes,0.13,1
1762,52,45,765,121,yes,0.13,2
1763,65,55,717,89,yes,0.13,1
1764,48,134,701,50,yes,0.13,2
1765,45,44,756,50,yes,0.13,1
1766,26,149,765,154,yes,0.13,2
1767,64,22,721,50,yes,0.13,2
1768,41,74,771,50,yes,0.13,1
1769,43,128,714,84,yes,0.13,2
1770,37,62,751,50,yes,0.13,2
1771,62,9,820,94,yes,0.13,2
1772,46,9,723,50,yes,0.13,1
1773,36,15,776,119,yes,0.13,2
1774,31,28,763,50,yes,0.13,2
1775,43,83,765,50,yes,0.13,2
1776,46,73,763,117,yes,0.13,2
1777,32,42,772,151,yes,0.13,1
1778,52,34,723,114,yes,0.13,1
1779,27,32,780,50,yes,0.13,2
1780,34,68,752,50,yes,0.13,1
1781,49,82,747,267,yes,0.13,1
1782,52,19,723,50,yes,0.13,2
1783,37,650,752,181,yes,0.13,2
1784,53,192,745,6501,yes,0.13,1
1785,54,119,754,50,yes,0.125,2
1786,29,1950,747,50,yes,0.13,1
1787,35,34,766,50,yes,0.13,2
1788,32,44,721,50,yes,0.125,1
1789,38,23,721,50,yes,0.13,1
1790,44,171,723,567,yes,0.125,1
1791,44,43,776,50,yes,0.13,2
1792,48,139,711,50,yes,0.125,1
1793,46,118,728,50,yes,0.125,1
1794,35,113,763,50,yes,0.13,1
1795,56,98,732,50,yes,0.13,2
1796,49,750,747,50,yes,0.13,2
1797,57,42,724,50,yes,0.13,1
1798,35,143,735,50,yes,0.13,1
1799,44,185,810,50,yes,0.13,1
1800,38,28,816,15050,yes,0.13,1
1801,57,45,766,181,yes,0.125,1
1802,35,78,751,50,yes,0.13,2
1803,29,121,705,50,yes,0.13,2
1804,58,59,756,50,yes,0.13,1
1805,30,64,709,50,yes,0.13,1
1806,51,15,711,114,yes,0.13,1
1807,61,150,820,50,yes,0.13,2
1808,46,61,816,50,yes,0.13,2
1809,55,550,766,50,yes,0.13,1
1810,35,79,724,50,yes,0.13,1
1811,37,35,721,50,yes,0.13,1
1812,28,11,765,50,yes,0.13,2
1813,43,128,740,50,yes,0.13,1
1814,61,55,767,50,yes,0.13,1
1815,48,79,723,50,yes,0.13,1
1816,65,18,816,50,yes,0.125,1
1817,45,91,745,50,yes,0.13,1
1818,36,9,721,50,yes,0.13,2
1819,45,62,751,50,yes,0.13,1
1820,37,59,756,231,yes,0.13,1
1821,47,25,820,148,yes,0.13,1
1822,32,54,705,50,yes,0.13,1
1823,48,112,771,86,yes,0.125,1
1824,33,125,711,50,yes,0.13,1
1825,49,194,730,50,yes,0.13,2
1826,56,161,718,50,yes,0.13,2
1827,59,35,721,171,yes,0.13,2
1828,56,113,810,352,yes,0.13,2
1829,24,25,776,50,yes,0.13,2
1830,59,45,775,50,yes,0.13,1
1831,38,119,724,221,yes,0.13,2
1832,47,350,816,115,yes,0.13,1
1833,54,79,712,50,yes,0.13,1
1834,34,178,763,50,yes,0.13,2
1835,41,23,776,118,yes,0.13,2
1836,47,171,717,284,yes,0.13,1
1837,44,74,715,50,yes,0.13,2
1838,43,1503,780,1850,yes,0.13,1
1839,31,99,755,50,yes,0.13,1
1840,28,43,705,50,yes,0.13,1
1841,55,23,816,88,yes,0.13,2
1842,42,91,820,199,yes,0.13,1
1843,53,93,810,256,yes,0.13,1
1844,24,154,766,50,yes,0.13,2
1845,65,21,820,50,yes,0.13,2
1846,43,65,751,50,yes,0.13,1
1847,56,15,820,50,yes,0.13,1
1848,25,52,751,159,yes,0.13,2
1849,35,350,705,50,yes,0.125,1
1850,32,42,756,50,yes,0.13,1
1851,36,250,776,97,yes,0.13,1
1852,34,650,751,50,yes,0.13,2
1853,32,54,776,167,yes,0.13,2
1854,51,650,751,97,yes,0.13,1
1855,52,41,780,50,yes,0.13,1
1856,65,350,723,50,yes,0.13,1
1857,51,21,780,50,yes,0.13,1
1858,37,1505,763,50,yes,0.13,2
1859,35,65,752,230,yes,0.13,1
1860,67,250,816,850,yes,0.13,2
1861,24,179,713,142,yes,0.13,1
1862,62,161,747,50,yes,0.125,1
1863,42,82,761,50,yes,0.13,1
1864,48,43,780,112,yes,0.13,1
1865,61,61,752,50,yes,0.13,2
1866,36,950,776,50,yes,0.13,2
1867,48,950,751,334,yes,0.13,1
1868,65,21,816,50,yes,0.13,2
1869,25,118,746,50,yes,0.13,1
1870,55,44,766,50,yes,0.13,1
1871,63,1150,712,50,yes,0.13,2
1872,31,99,776,268,yes,0.13,2
1873,43,98,772,50,yes,0.13,2
1874,28,69,723,850,yes,0.13,1
1875,37,82,767,218,yes,0.13,1
1876,27,112,749,389,yes,0.13,1
1877,62,123,747,50,yes,0.13,2
1878,51,78,709,50,yes,0.13,1
1879,56,59,763,159,yes,0.13,1
1880,56,78,745,50,yes,0.13,2
1881,44,49,715,89,yes,0.13,1
1882,46,82,709,50,yes,0.13,2
1883,56,125,756,342,yes,0.125,1
1884,56,185,747,50,yes,0.13,2
1885,57,163,754,50,yes,0.13,1
1886,31,19,772,1504,yes,0.125,1
1887,65,115,745,50,yes,0.13,2
1888,31,81,699,50,yes,0.125,1
1889,36,93,752,50,yes,0.13,1
1890,56,111,776,372,yes,0.125,1
1891,52,184,667,50,yes,0.13,2
1892,42,550,751,50,yes,0.13,2
1893,55,55,745,50,yes,0.13,2
1894,49,13,816,1501,yes,0.13,2
1895,51,29,820,50,yes,0.13,1
1896,26,72,751,50,yes,0.13,1
1897,32,83,751,50,yes,0.13,2
1898,54,98,820,50,yes,0.13,2
1899,32,43,820,50,yes,0.13,1
1900,59,34,721,50,yes,0.13,1
1901,61,150,816,50,yes,0.13,1
1902,43,2501,762,50,yes,0.13,1
1903,39,85,780,1507,yes,0.13,1
1904,56,550,717,50,yes,0.13,2
1905,38,91,711,50,yes,0.13,1
1906,25,112,753,241,yes,0.13,1
1907,42,98,816,275,yes,0.13,1
1908,42,115,776,50,yes,0.13,2
1909,32,22,765,112,yes,0.13,1
1910,56,1501,745,50,yes,0.13,2
1911,43,83,712,112,yes,0.13,2
1912,37,52,765,50,yes,0.13,2
1913,42,191,748,50,yes,0.125,1
1914,57,134,767,198,yes,0.13,1
1915,48,54,756,186,yes,0.13,1
1916,37,69,724,50,yes,0.13,2
1917,57,64,756,50,yes,0.13,1
1918,62,53,717,142,yes,0.13,2
1919,39,118,765,246,yes,0.125,1
1920,38,19,717,1250,yes,0.13,2
1921,54,31,816,50,yes,0.13,2
1922,45,63,763,245,yes,0.13,1
1923,39,25,717,50,yes,0.13,2
1924,45,22,721,50,yes,0.13,1
1925,62,78,776,50,yes,0.13,2
1926,43,81,776,218,yes,0.13,1
1927,24,41,751,50,yes,0.13,1
1928,35,62,746,50,yes,0.13,2
1929,58,35,780,50,yes,0.13,1
1930,44,350,756,50,yes,0.13,1
1931,56,51,780,50,yes,0.13,1
1932,28,130,765,50,yes,0.13,1
1933,64,73,751,185,yes,0.13,2
1934,63,30,780,50,yes,0.13,1
1935,44,69,763,50,yes,0.13,1
1936,34,191,748,50,yes,0.125,1
1937,32,82,755,50,yes,0.13,1
1938,51,181,717,589,yes,0.125,1
1939,24,38,715,50,yes,0.13,1
1940,55,23,721,50,yes,0.13,1
1941,57,55,776,50,yes,0.13,1
1942,43,58,745,50,yes,0.13,1
1943,61,29,765,50,yes,0.13,1
1944,49,39,751,50,yes,0.13,2
1945,52,39,715,83,yes,0.125,1
1946,57,350,766,151,yes,0.13,1
1947,53,58,755,50,yes,0.13,1
1948,52,62,776,231,yes,0.13,1
1949,39,62,751,86,yes,0.13,2
1950,58,19,780,50,yes,0.13,2
1951,36,38,766,50,yes,0.13,2
1952,45,84,754,50,yes,0.13,1
1953,24,78,751,50,yes,0.13,1
1954,49,22,721,83,yes,0.13,1
1955,44,81,755,277,yes,0.13,1
1956,43,32,765,50,yes,0.13,1
1957,42,89,763,184,yes,0.13,2
1958,29,121,717,50,yes,0.13,1
1959,28,42,766,50,yes,0.13,1
1960,32,1350,780,50,yes,0.13,2
1961,44,350,711,50,yes,0.13,1
1962,52,114,713,50,yes,0.13,2
1963,28,155,723,50,yes,0.13,2
1964,62,550,772,50,yes,0.13,2
1965,34,34,766,111,yes,0.13,2
1966,45,94,765,50,yes,0.13,1
1967,52,114,751,50,yes,0.13,2
1968,43,89,765,1508,yes,0.13,2
1969,54,49,717,50,yes,0.13,1
1970,64,115,755,50,yes,0.13,1
1971,27,148,766,397,yes,0.13,1
1972,42,72,772,2503,yes,0.13,2
1973,28,114,724,50,yes,0.13,1
1974,47,11,711,78,yes,0.13,2
1975,39,63,721,242,yes,0.13,2
1976,29,113,721,50,yes,0.13,1
1977,39,850,776,50,yes,0.13,1
1978,41,54,765,50,yes,0.13,1
1979,37,32,717,50,yes,0.13,1
1980,41,11,780,50,yes,0.13,2
1981,45,141,751,50,yes,0.13,1
1982,52,84,765,50,yes,0.13,1
1983,58,18,820,1150,yes,0.13,1
1984,31,250,776,50,yes,0.13,2
1985,26,55,745,175,yes,0.13,1
1986,31,31,816,79,yes,0.13,2
1987,42,114,816,50,yes,0.13,2
1988,56,52,755,50,yes,0.125,1
1989,52,18,776,1250,yes,0.13,1
1990,59,55,776,50,yes,0.13,2
1991,32,29,721,76,yes,0.13,1
1992,46,350,765,50,yes,0.13,2
1993,52,38,763,50,yes,0.13,2
1994,24,122,785,50,yes,0.13,2
1995,32,183,734,50,yes,0.13,2
1996,35,41,751,50,yes,0.13,2
1997,49,38,717,50,yes,0.13,2
1998,54,61,776,50,yes,0.13,1
1999,56,1503,760,50,yes,0.13,2
2000,48,850,751,50,yes,0.13,1
2001,28,22,820,50,yes,0.13,1
2002,44,128,719,50,yes,0.13,2
2003,24,142,719,359,yes,0.13,2
2004,44,124,740,50,yes,0.13,1
2005,24,44,715,143,yes,0.13,2
2006,47,1750,714,50,yes,0.125,1
2007,64,75,820,50,yes,0.125,1
2008,48,78,755,50,yes,0.13,1
2009,63,31,772,125,yes,0.13,1
2010,25,99,715,323,yes,0.13,2
2011,61,41,766,50,yes,0.13,2
2012,46,39,711,50,yes,0.13,1
2013,57,51,717,50,yes,0.13,1
2014,30,52,763,113,yes,0.13,1
2015,49,169,719,167,yes,0.125,2
2016,24,141,763,50,yes,0.13,1
2017,41,93,763,218,yes,0.13,2
2018,42,14,780,50,yes,0.13,2
2019,63,1650,724,50,yes,0.13,1
2020,43,44,721,50,yes,0.125,1
2021,59,33,721,50,yes,0.13,2
2022,46,1503,748,50,yes,0.13,1
2023,33,71,776,236,yes,0.13,2
2024,55,55,721,151,yes,0.13,1
2025,36,113,721,50,yes,0.13,2
2026,47,79,765,185,yes,0.13,2
2027,59,850,723,50,yes,0.13,1
2028,38,179,711,3850,yes,0.13,2
2029,42,9,711,50,yes,0.13,2
2030,24,61,743,50,yes,0.13,1
2031,63,111,732,2507,yes,0.125,1
2032,37,850,765,50,yes,0.13,1
2033,62,32,721,50,yes,0.13,2
2034,49,83,776,50,yes,0.13,1
2035,59,91,715,329,yes,0.13,2
2036,36,29,780,50,yes,0.13,1
2037,46,19,717,50,yes,0.13,1
2038,35,52,780,50,yes,0.13,2
2039,32,1550,718,50,yes,0.13,1
2040,51,32,816,50,yes,0.13,1
2041,41,91,765,50,yes,0.13,2
2042,45,1850,715,535,yes,0.13,2
2043,41,121,776,50,yes,0.13,1
2044,57,25,721,50,yes,0.13,1
2045,51,1502,776,50,yes,0.13,1
2046,52,44,767,1507,yes,0.13,1
2047,43,161,765,50,yes,0.125,1
2048,63,134,765,50,yes,0.13,2
2049,28,43,776,50,yes,0.13,1
2050,43,94,772,50,yes,0.13,1
2051,41,29,763,98,yes,0.13,2
2052,34,38,721,50,yes,0.13,2
2053,28,1250,763,1750,yes,0.13,2
2054,58,85,765,161,yes,0.125,1
2055,39,89,715,50,yes,0.13,2
2056,49,25,717,50,yes,0.13,1
2057,33,250,705,83,yes,0.13,2
2058,37,125,732,50,yes,0.13,1
2059,33,18,756,50,yes,0.13,2
2060,28,173,734,222,yes,0.13,1
2061,54,34,820,50,yes,0.13,1
2062,63,159,713,111,yes,0.13,2
2063,57,55,749,219,yes,0.125,1
2064,56,32,816,50,yes,0.13,1
2065,54,65,776,50,yes,0.13,2
2066,29,83,766,50,yes,0.13,1
2067,41,350,717,50,yes,0.13,2
2068,58,1850,747,50,yes,0.13,2
2069,61,13,776,50,yes,0.13,1
2070,24,35,763,50,yes,0.13,1
2071,62,95,765,50,yes,0.13,2
2072,52,83,711,50,yes,0.13,1
2073,29,39,721,137,yes,0.13,1
2074,46,54,723,154,yes,0.13,1
2075,52,81,705,293,yes,0.13,2
2076,30,53,765,50,yes,0.13,2
2077,49,119,718,398,yes,0.13,2
2078,34,1650,765,50,yes,0.13,2
2079,35,21,780,50,yes,0.13,2
2080,26,30,780,50,yes,0.13,1
2081,65,69,820,50,yes,0.13,1
2082,52,45,705,50,yes,0.13,2
2083,32,55,723,50,yes,0.13,1
2084,31,38,721,50,yes,0.13,1
2085,36,44,780,1501,yes,0.13,1
2086,32,45,756,117,yes,0.13,1
2087,36,84,763,50,yes,0.13,1
2088,51,188,738,343,yes,0.13,1
2089,39,29,723,151,yes,0.13,2
2090,53,95,810,50,yes,0.13,1
2091,32,79,747,3507,yes,0.13,2
2092,31,41,733,50,yes,0.13,1
2093,53,19,816,84,yes,0.13,1
2094,48,75,709,50,yes,0.13,1
2095,57,64,749,2508,yes,0.13,2
2096,47,174,745,50,yes,0.13,2
2097,55,54,746,93,yes,0.13,2
2098,37,14,820,113,yes,0.13,1
2099,59,94,712,272,yes,0.13,2
2100,53,150,816,50,yes,0.13,2
2101,31,145,763,84,yes,0.13,1
2102,35,2503,742,50,yes,0.13,2
2103,25,81,756,50,yes,0.13,1
2104,37,153,714,50,yes,0.13,1
2105,30,58,721,50,yes,0.13,1
2106,31,49,776,50,yes,0.13,1
2107,62,132,747,50,yes,0.13,2
2108,41,85,721,229,yes,0.13,2
2109,56,85,709,50,yes,0.13,1
2110,47,178,714,50,yes,0.13,2
2111,28,1504,749,50,yes,0.13,2
2112,37,30,756,50,yes,0.13,1
2113,27,1503,715,1250,yes,0.13,1
2114,57,25,780,50,yes,0.13,1
2115,62,69,745,50,yes,0.13,1
2116,57,350,717,50,yes,0.13,2
2117,44,750,709,50,yes,0.13,2
2118,31,15,767,50,yes,0.13,1
2119,31,125,705,50,yes,0.13,1
2120,39,550,765,50,yes,0.13,2
2121,41,44,776,50,yes,0.13,1
2122,41,38,751,1850,yes,0.13,2
2123,55,64,763,119,yes,0.13,2
2124,28,9,820,50,yes,0.13,1
2125,35,44,767,89,yes,0.13,2
2126,44,93,763,1501,yes,0.13,1
2127,44,83,816,141,yes,0.13,2
2128,30,179,711,50,yes,0.13,2
